id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;realm;biome;ecoregion;country;region;continent;annualp;pseason;mairtemp;gslength;npp;nit_gkg;soc_gkg;ph;bd_gcm3;biome2
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_MatEuc1_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_MatEuc1_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;MatEuc1;NA;MatEuc1;42.266;-8.398;25;>25;2010;minimum;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;13;1774131990;1.7407378937142206;959.855451;13;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2105.2000000000003;49.1;13.750000000000057;365;1738.9;2.95;54.4;5.1;10.7;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_MatEuc2_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_MatEuc2_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;MatEuc2;NA;MatEuc2;42.286;-8.493;25;>25;2010;minimum;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;8;7419706000;2.2467508820526905;407.768612;7;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2206.2000000000003;48.5;12.850000000000025;365;1660;3.3;57.6;4.9;11.6;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_MatEuc3_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_MatEuc3_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;MatEuc3;NA;MatEuc3;42.268;-8.491;25;>25;2010;minimum;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;9;4060997500;1.5534302787753826;1182.131777;9;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2121.8;48.6;12.950000000000044;365;1668.8000000000002;3.11;57.4;5;11.3;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_MatEuc4_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_MatEuc4_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;MatEuc4;NA;MatEuc4;42.405;-8.506;25;>25;2010;minimum;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;8;3107120870;1.1220910245799718;644.2338179999999;8;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2409.7000000000003;48;12.750000000000057;365;1651.2;3.29;57.3;4.9;11.1;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_MatEuc5_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_MatEuc5_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;MatEuc5;NA;MatEuc5;42.313;-8.494;25;>25;2010;minimum;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;7;3070853050;1.507596062049446;1032.640777;7;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2286.5;48.3;12.950000000000044;365;1668.8000000000002;3.76;61;5;11.5;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_NatFor1_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_NatFor1_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;NatFor1;NA;NatFor1;42.297;-8.486;150;>150;2010;minimum;reference;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;none;NA;0;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;none;NA;NA;NA;none;0;0;none;regular;community;species;28;10;1049177850;2.207285707916408;1026.40745;10;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2249.1;48.400000000000006;13.150000000000034;365;1686.4;NA;NA;NA;NA;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_NatFor2_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_NatFor2_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;NatFor2;NA;NatFor2;42.314;-8.486;150;>150;2010;minimum;reference;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;none;NA;0;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;none;NA;NA;NA;none;0;0;none;regular;community;species;28;11;164398811350;0.017572153420835072;1141.884864;11;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2293;48.400000000000006;13.350000000000025;365;1704;NA;NA;NA;NA;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_NatFor3_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_NatFor3_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;NatFor3;NA;NatFor3;42.269;-8.48;150;>150;2010;minimum;reference;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;none;NA;0;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;none;NA;NA;NA;none;0;0;none;regular;community;species;28;13;429220150;2.355746810461317;1181.5045;13;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2134.9;48.6;13.750000000000057;365;1738.9;NA;NA;NA;NA;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_NatFor4_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_NatFor4_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;NatFor4;NA;NatFor4;42.281;-8.405;150;>150;2010;minimum;reference;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;none;NA;0;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;none;NA;NA;NA;none;0;0;none;regular;community;species;28;9;157845161000;0.04001194400815651;1033.971425;9;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2216.3;48.900000000000006;13.650000000000034;365;1730.2;NA;NA;NA;NA;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_NatFor5_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_NatFor5_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;NatFor5;NA;NatFor5;42.385;-8.541;150;>150;2010;minimum;reference;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;none;NA;0;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;none;NA;NA;NA;none;0;0;none;regular;community;species;28;8;1296354933;1.0736001355960538;898.265585;8;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2367.7000000000003;48;14.050000000000011;365;1764.9;NA;NA;NA;NA;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_PineP1_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_PineP1_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;PineP1;NA;PineP1;42.276;-8.64;60;>60;2010;minimum;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Plantation of Pinus pinaster;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;11;2577254000;2.2592070875412675;1275.121976;11;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2085.5;48.900000000000006;13.650000000000034;365;1730.2;3.73;51.3;5.1;11.1;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_PineP2_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_PineP2_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;PineP2;NA;PineP2;42.23;-8.424;60;>60;2010;minimum;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Plantation of Pinus pinaster;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;9;3003243512;0.5087015165539072;1229.134224;8;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2056.6;49;13.850000000000025;365;1747.6;3;58.6;5;11.3;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_PineP3_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_PineP3_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;PineP3;NA;PineP3;42.297;-8.397;60;>60;2010;minimum;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Plantation of Pinus pinaster;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;10;79840085750;0.05580360669652392;1124.846714;9;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2239.7000000000003;48.900000000000006;12.150000000000034;365;1598;3.14;53.9;5;10.9;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_PineP4_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_PineP4_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;PineP4;NA;PineP4;42.245;-8.508;60;>60;2010;minimum;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Plantation of Pinus pinaster;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;4;1659727000;1.042848662121447;342.01644799999997;4;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;1990.5;48.8;13.850000000000025;365;1747.6;3.35;53;5;10.7;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_PineP5_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_PineP5_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;PineP5;NA;PineP5;42.523;-8.587;60;>60;2010;minimum;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Plantation of Pinus pinaster;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;10;4951719660;0.8471328650521658;1238.794665;10;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2375;47.900000000000006;12.550000000000011;365;1633.5;3.79;76.1;4.8;10.7;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_YngEuc1_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_YngEuc1_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;YngEuc1;NA;YngEuc1;42.468;-8.587;6.5;5-8;2010;mean;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;8;43205119489310;0.00190623278192274;499.847656;8;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2237.4;48;13.950000000000044;365;1756.3000000000002;4.28;51.9;5.3;12.5;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_YngEuc2_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_YngEuc2_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;YngEuc2;NA;YngEuc2;42.286;-8.493;6.5;5-8;2010;mean;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;2;2026125000;0.01250025114702197;247.469093;2;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2206.2000000000003;48.5;12.850000000000025;365;1660;3.3;57.6;4.9;11.6;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_YngEuc3_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_YngEuc3_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;YngEuc3;NA;YngEuc3;42.26948;-8.491;6.5;5-8;2010;mean;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;8;8558722031.25;0.26565797245258166;523.54334;7;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2121.8;48.6;12.950000000000044;365;1668.8000000000002;3.11;57.4;5;11.3;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_YngEuc4_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_YngEuc4_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;YngEuc4;NA;YngEuc4;42.405;-8.506;6.5;5-8;2010;mean;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;7;5898989776;1.2532354412446185;607.263043;7;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2409.7000000000003;48;12.750000000000057;365;1651.2;3.29;57.3;4.9;11.1;temperate
PR_Calvino-Cancela et al. 2012_Shrubs & Trees_YngEuc5_NA;PR;Calvino-Cancela et al. 2012_Shrubs & Trees_YngEuc5_NA;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;PR_Calvino-Cancela et al. 2012_Shrubs & Trees;Calvino-Cancela et al. 2012;Shrubs & Trees;YngEuc5;NA;YngEuc5;42.418;-8.499;6.5;5-8;2010;mean;recovering;shrubs and trees;presence;abundance;biovolume (m3);yes;fixed plots/quadrats;1;NA;5;25;30;dramatic increase of eucaliptus plantations over the last 25 y (15-18 y cycles) and rural abandonment;NA;Eucalyptus plantation;NA;1;NA;Biovolume given in percentaje in paper, but not in Predicts;NA;woody;mix;plantation;NA;NA;NA;none;0;0;none;regular;community;species;28;11;5484944506;1.923333901238394;760.661332;11;0.03448275862068965;Palearctic;Temperate Broadleaf and Mixed Forests;Cantabrian Mixed Forests;Spain;Europe;Eurasia;2433.3;47.900000000000006;12.450000000000044;365;1624.6;3.43;58.3;5;11.3;temperate
CU_Aravena et al. 2002_1 1A Trees (5 cm dbh) random plots or quadrats_T1_ES1_NA;CU;Aravena et al. 2002_1 1A Trees (5 cm dbh) random plots or quadrats_T1_ES1_NA;CU_Aravena et al. 2002_1 1A Trees (5 cm dbh) random plots or quadrats;CU_Aravena et al. 2002_1 1A Trees (>5 cm dbh) random plots or quadrats;Aravena et al. 2002;1 1A Trees n (>5 cm dbh) random plots or quadrats;T1_ES1;NA;ES1;-43.121623;-74.030012;2;2;2000;mean;recovering;Trees;>5 cm dbh;abundance;No. individuals;no;random plots or quadrats;1;NA;1;9;1000;logged since 1800's, but more intense land claring from mid 20th century (selective logging, fire and fragmentation). Mosaic of remnant forests, woodlands and pastures;NA;non-catastrophic fire;selective logging;2;Occasional grazing by cattle, light selective harvest;For age, mean of the 10 oldest trees. Curran had a mix of criteria;NA;trees;engineers;burning;logging;NA;logging/farming;logging/logging/farming;0;0;none;regular;study;species;15;3;70;1.448815635725185;271.82508099999995;2;0;Neotropic;Temperate Broadleaf and Mixed Forests;Valdivian Temperate Forests;Chile;South America;South America;1776.6;31.1;10.250000000000057;365;1428.6;9.65;227.1;5.1;8.6;temperate
CU_Aravena et al. 2002_1 1A Trees (5 cm dbh) random plots or quadrats_T2_ES2_NA;CU;Aravena et al. 2002_1 1A Trees (5 cm dbh) random plots or quadrats_T2_ES2_NA;CU_Aravena et al. 2002_1 1A Trees (5 cm dbh) random plots or quadrats;CU_Aravena et al. 2002_1 1A Trees (>5 cm dbh) random plots or quadrats;Aravena et al. 2002;1 1A Trees n (>5 cm dbh) random plots or quadrats;T2_ES2;NA;ES2;-43.121623;-74.030012;11;11;2000;mean;recovering;Trees;>5 cm dbh;abundance;No. individuals;no;random plots or quadrats;1;NA;1;9;1000;logged since 1800's, but more intense land claring from mid 20th century (selective logging, fire and fragmentation). Mosaic of remnant forests, woodlands and pastures;NA;non-catastrophic fire;selective logging;2;Occasional grazing by cattle, light selective harvest;For age, mean of the 10 oldest trees. Curran had a mix of criteria;NA;trees;engineers;burning;logging;NA;logging/farming;logging/logging/farming;0;0;none;regular;study;species;15;3;140;0.7345299214394703;387.611003;3;0;Neotropic;Temperate Broadleaf and Mixed Forests;Valdivian Temperate Forests;Chile;South America;South America;1776.6;31.1;10.250000000000057;365;1428.6;9.65;227.1;5.1;8.6;temperate
CU_Aravena et al. 2002_1 1A Trees (5 cm dbh) random plots or quadrats_T3_MS1_NA;CU;Aravena et al. 2002_1 1A Trees (5 cm dbh) random plots or quadrats_T3_MS1_NA;CU_Aravena et al. 2002_1 1A Trees (5 cm dbh) random plots or quadrats;CU_Aravena et al. 2002_1 1A Trees (>5 cm dbh) random plots or quadrats;Aravena et al. 2002;1 1A Trees n (>5 cm dbh) random plots or quadrats;T3_MS1;NA;MS1;-43.121623;-74.030012;40;40;2000;mean;recovering;Trees;>5 cm dbh;abundance;No. individuals;no;random plots or quadrats;1;NA;1;9;1000;logged since 1800's, but more intense land claring from mid 20th century (selective logging, fire and fragmentation). Mosaic of remnant forests, woodlands and pastures;NA;non-catastrophic fire;selective logging;2;Occasional grazing by cattle, light selective harvest;For age, mean of the 10 oldest trees. Curran had a mix of criteria;NA;trees;engineers;burning;logging;NA;logging/farming;logging/logging/farming;0;0;none;regular;study;species;15;6;2431;1.6543133181801792;438.366994;4;0;Neotropic;Temperate Broadleaf and Mixed Forests;Valdivian Temperate Forests;Chile;South America;South America;1776.6;31.1;10.250000000000057;365;1428.6;9.65;227.1;5.1;8.6;temperate
